message,sender,merchant,amount,transaction_type,reference_number,date
SBI: A/C debit ₹4411.28 via UPI to Google Play Store. Reference 773713,SBI,Google Play Store,4411.28,debit,773713,2025-01-28
Personal: debit of ₹3141.82 to PhonePe. Ref No 810462 on 2025-01-07,Personal,PhonePe,3141.82,debit,810462,2025-01-07
Personal: debit of ₹4543.43 to Zomato. Ref No 815229 on 2025-01-27,Personal,Zomato,4543.43,debit,815229,2025-01-27
Axis Bank Bank: Credit of ₹7160.24. Transaction with Paytm. Ref: 517305,Axis Bank,Paytm,7160.24,credit,517305,2025-01-19
HDFC Bank: A/C credit ₹6796.18 via UPI to Zomato. Reference 946913,HDFC Bank,Zomato,6796.18,credit,946913,2025-01-16
Yes Bank: debit of ₹3719.67 to Zomato. Ref No 938441 on 2025-01-20,Yes Bank,Zomato,3719.67,debit,938441,2025-01-20
HDFC Bank: debit of ₹951.31 to Amazon. Ref No 676554 on 2025-01-31,HDFC Bank,Amazon,951.31,debit,676554,2025-01-31
SBI: A/C credit ₹4270.48 via UPI to BookMyShow. Reference 782999,SBI,BookMyShow,4270.48,credit,782999,2025-01-22
SBI Bank: Debit of ₹4900.52. Transaction with Amazon. Ref: 882584,SBI,Amazon,4900.52,debit,882584,2025-01-18
UPI Transaction: 9172.16 credit from Family to BigBasket. Ref 547608,Family,BigBasket,9172.16,credit,547608,2025-01-19
UPI Transaction: 5968.81 credit from Punjab National Bank to Flipkart. Ref 232720,Punjab National Bank,Flipkart,5968.81,credit,232720,2025-01-15
Yes Bank: debit of ₹2721.69 to Amazon. Ref No 922171 on 2025-01-22,Yes Bank,Amazon,2721.69,debit,922171,2025-01-22
Personal: A/C debit ₹682.05 via UPI to Zomato. Reference 256214,Personal,Zomato,682.05,debit,256214,2025-01-24
UPI Transaction: 6137.98 credit from ICICI Bank to Google Play Store. Ref 805851,ICICI Bank,Google Play Store,6137.98,credit,805851,2025-01-07
UPI Transaction: 8122.42 credit from Friend to Myntra. Ref 646089,Friend,Myntra,8122.42,credit,646089,2025-01-27
Personal Bank: Credit of ₹5509.77. Transaction with Swiggy. Ref: 132417,Personal,Swiggy,5509.77,credit,132417,2025-01-14
Friend: A/C debit ₹4183.44 via UPi to BigBasket. Reference 881353,Friend,BigBasket,4183.44,debit,881353,2025-01-14
Personal: A/C debit ₹4805.85 via UPI to BigBasket. Reference 165584,Personal,BigBasket,4805.85,debit,165584,2025-01-17
Yes Bank Bank: Debit of ₹4126.00. Transaction with Swiggy. Ref: 704604,Yes Bank,Swiggy,4126.0,debit,704604,2025-01-21
Friend: A/C debit ₹185.78 via UPI to Netflix. Reference 671020,Friend,Netflix,185.78,debit,671020,2025-01-30
ICICI Bank: credit of ₹3426.06 to Google Play Store. Ref No 591072 on 2025-01-04,ICICI Bank,Google Play Store,3426.06,credit,591072,2025-01-04
Personal Bank: Debit of ₹2683.19. Transaction with Netflix. Ref: 655169,Personal,Netflix,2683.19,debit,655169,2025-01-26
ICICI Bank: A/C debit ₹4006.64 via UPi to Amazon. Reference 847307,ICICI Bank,Amazon,4006.64,debit,847307,2025-01-18
Family Bank: Debit of ₹192.21. Transaction with Google Play Store. Ref: 405643,Family,Google Play Store,192.21,debit,405643,2025-01-17
SBI Bank: Debit of ₹2005.72. Transaction with Netflix. Ref: 938047,SBI,Netflix,2005.72,debit,938047,2025-01-06
SBI: A/C debit ₹4883.27 via UPI to PhonePe. Reference 459701,SBI,PhonePe,4883.27,debit,459701,2025-01-24
Friend: A/C debit ₹3882.85 via UPI to Netflix. Reference 584462,Friend,Netflix,3882.85,debit,584462,2025-01-29
Family: A/C credit ₹5378.05 via UPI to Uber. Reference 304571,Family,Uber,5378.05,credit,304571,2025-01-27
Family Bank: Debit of ₹738.03. Transaction with BookMyShow. Ref: 836037,Family,BookMyShow,738.03,debit,836037,2025-01-21
UPi Transaction: 2551.88 debit from HDFC Bank to BigBasket. Ref 717487,HDFC Bank,BigBasket,2551.88,debit,717487,2025-01-29
UPI Transaction: 2455.60 debit from Axis Bank to Swiggy. Ref 460982,Axis Bank,Swiggy,2455.6,debit,460982,2025-01-27
Kotak Mahindra Bank Bank: Credit of ₹7613.92. Transaction with Google Play Store. Ref: 364427,Kotak Mahindra Bank,Google Play Store,7613.92,credit,364427,2025-01-19
Friend: A/C credit ₹4041.80 via UPI to BigBasket. Reference 422747,Friend,BigBasket,4041.8,credit,422747,2025-01-12
Family: debit of ₹1977.54 to Swiggy. Ref No 315477 on 2025-01-10,Family,Swiggy,1977.54,debit,315477,2025-01-10
ICICI Bank: A/C credit ₹6122.37 via UPI to BigBasket. Reference 503225,ICICI Bank,BigBasket,6122.37,credit,503225,2025-01-03
UPI Transaction: 650.22 credit from Axis Bank to Myntra. Ref 516628,Axis Bank,Myntra,650.22,credit,516628,2025-01-10
Axis Bank: credit of ₹5613.32 to Ola. Ref No 174122 on 2025-01-24,Axis Bank,Ola,5613.32,credit,174122,2025-01-24
Axis Bank: debit of ₹4929.25 to BookMyShow. Ref No 716472 on 2025-01-06,Axis Bank,BookMyShow,4929.25,debit,716472,2025-01-06
Kotak Mahindra Bank: A/C debit ₹2126.98 via UPI to Myntra. Reference 487359,Kotak Mahindra Bank,Myntra,2126.98,debit,487359,2025-01-15
Personal: debit of ₹4993.28 to Myntra. Ref No 417697 on 2025-01-17,Personal,Myntra,4993.28,debit,417697,2025-01-17
Punjab National Bank: debit of ₹1674.15 to BigBasket. Ref No 625354 on 2025-01-31,Punjab National Bank,BigBasket,1674.15,debit,625354,2025-01-31
UPI Transaction: 511.87 debit from Axis Bank to Paytm. Ref 201757,Axis Bank,Paytm,511.87,debit,201757,2025-01-08
UPI Transaction: 3875.56 debit from Kotak Mahindra Bank to Flipkart. Ref 269869,Kotak Mahindra Bank,Flipkart,3875.56,debit,269869,2025-01-23
UPI Transaction: 12.27 debit from Axis Bank to Uber. Ref 330251,Axis Bank,Uber,12.27,debit,330251,2025-01-17
Yes Bank: A/C credit ₹1480.05 via UPI to Uber. Reference 192496,Yes Bank,Uber,1480.05,credit,192496,2025-01-01
UPI Transaction: 3819.30 credit from Axis Bank to BookMyShow. Ref 418071,Axis Bank,BookMyShow,3819.3,credit,418071,2025-02-01
Friend Bank: Debit of ₹3479.76. Transaction with Zomato. Ref: 409163,Friend,Zomato,3479.76,debit,409163,2025-01-18
Friend: debit of ₹2809.99 to Uber. Ref No 832950 on 2025-01-24,Friend,Uber,2809.99,debit,832950,2025-01-24
Kotak Mahindra Bank: A/C debit ₹1525.22 via UPI to Google Play Store. Reference 383919,Kotak Mahindra Bank,Google Play Store,1525.22,debit,383919,2025-01-23
UPi Transaction: 1565.54 credit from Yes Bank to Amazon. Ref 930614,Yes Bank,Amazon,1565.54,credit,930614,2025-01-28
Friend: A/C debit ₹4679.36 via UPI to Paytm. Reference 896440,Friend,Paytm,4679.36,debit,896440,2025-01-13
Personal: A/C credit ₹5332.20 via UPI to Zomato. Reference 968672,Personal,Zomato,5332.2,credit,968672,2025-01-16
UPI Transaction: 1994.26 debit from ICICI Bank to Paytm. Ref 910238,ICICI Bank,Paytm,1994.26,debit,910238,2025-01-25
UPI Transaction: 7431.87 credit from Friend to BookMyShow. Ref 241482,Friend,BookMyShow,7431.87,credit,241482,2025-01-30
SBI: credit of ₹1053.70 to Paytm. Ref No 965450 on 2025-01-21,SBI,Paytm,1053.7,credit,965450,2025-01-21
UPI Transaction: 8824.53 credit from HDFC Bank to Ola. Ref 644285,HDFC Bank,Ola,8824.53,credit,644285,2025-01-11
Yes Bank: credit of ₹4547.49 to Amazon. Ref No 727837 on 2025-01-07,Yes Bank,Amazon,4547.49,credit,727837,2025-01-07
Friend Bank: Debit of ₹4895.08. Transaction with Paytm. Ref: 960500,Friend,Paytm,4895.08,debit,960500,2025-01-17
UPi Transaction: 3552.10 debit from Friend to Swiggy. Ref 302542,Friend,Swiggy,3552.1,debit,302542,2025-01-27
SBI: A/C debit ₹1191.70 via UPI to BigBasket. Reference 719978,SBI,BigBasket,1191.7,debit,719978,2025-01-21
SBI: A/C debit ₹2785.84 via UPI to Swiggy. Reference 239203,SBI,Swiggy,2785.84,debit,239203,2025-01-30
ICICI Bank: credit of ₹7073.89 to Swiggy. Ref No 698053 on 2025-01-20,ICICI Bank,Swiggy,7073.89,credit,698053,2025-01-20
HDFC Bank: A/C credit ₹4030.45 via UPI to Zomato. Reference 905593,HDFC Bank,Zomato,4030.45,credit,905593,2025-01-26
Personal Bank: Debit of ₹3914.76. Transaction with Myntra. Ref: 689562,Personal,Myntra,3914.76,debit,689562,2025-01-12
UPI Transaction: 2174.95 debit from Axis Bank to Google Play Store. Ref 128229,Axis Bank,Google Play Store,2174.95,debit,128229,2025-01-19
SBI: credit of ₹2745.78 to PhonePe. Ref No 370748 on 2025-01-24,SBI,PhonePe,2745.78,credit,370748,2025-01-24
Axis Bank: A/C debit ₹2693.17 via UPi to Amazon. Reference 323598,Axis Bank,Amazon,2693.17,debit,323598,2025-01-19
Kotak Mahindra Bank: credit of ₹659.24 to PhonePe. Ref No 220611 on 2025-01-26,Kotak Mahindra Bank,PhonePe,659.24,credit,220611,2025-01-26
ICICI Bank: A/C debit ₹2662.92 via UPI to Amazon. Reference 762432,ICICI Bank,Amazon,2662.92,debit,762432,2025-01-06
Axis Bank: A/C debit ₹2362.82 via UPI to Amazon. Reference 634255,Axis Bank,Amazon,2362.82,debit,634255,2025-01-30
UPI Transaction: 1137.83 debit from Family to BookMyShow. Ref 738413,Family,BookMyShow,1137.83,debit,738413,2025-01-15
UPI Transaction: 1545.66 debit from ICICI Bank to Amazon. Ref 381760,ICICI Bank,Amazon,1545.66,debit,381760,2025-01-12
Friend: credit of ₹1879.25 to Paytm. Ref No 400596 on 2025-01-20,Friend,Paytm,1879.25,credit,400596,2025-01-20
Axis Bank Bank: Debit of ₹3115.32. Transaction with Flipkart. Ref: 598681,Axis Bank,Flipkart,3115.32,debit,598681,2025-01-11
HDFC Bank: credit of ₹550.35 to Zomato. Ref No 888192 on 2025-01-10,HDFC Bank,Zomato,550.35,credit,888192,2025-01-10
Personal: A/C credit ₹7905.24 via UPI to Myntra. Reference 409959,Personal,Myntra,7905.24,credit,409959,2025-01-07
Axis Bank: A/C credit ₹2212.38 via UPI to Google Play Store. Reference 121344,Axis Bank,Google Play Store,2212.38,credit,121344,2025-01-04
Yes Bank: A/C debit ₹3609.74 via UPI to Flipkart. Reference 887429,Yes Bank,Flipkart,3609.74,debit,887429,2025-01-03
UPI Transaction: 4093.27 credit from ICICI Bank to Ola. Ref 512232,ICICI Bank,Ola,4093.27,credit,512232,2025-01-26
UPI Transaction: 4936.50 credit from Friend to Zomato. Ref 548605,Friend,Zomato,4936.5,credit,548605,2025-01-03
ICICI Bank: credit of ₹3637.84 to BookMyShow. Ref No 212982 on 2025-01-04,ICICI Bank,BookMyShow,3637.84,credit,212982,2025-01-04
UPI Transaction: 4666.80 credit from ICICI Bank to Swiggy. Ref 236294,ICICI Bank,Swiggy,4666.8,credit,236294,2025-01-11
Family Bank: Credit of ₹9139.17. Transaction with Amazon. Ref: 261597,Family,Amazon,9139.17,credit,261597,2025-01-23
Family: A/C credit ₹7281.43 via UPi to Ola. Reference 888898,Family,Ola,7281.43,credit,888898,2025-01-16
UPi Transaction: 1456.65 debit from Family to Ola. Ref 637194,Family,Ola,1456.65,debit,637194,2025-02-01
Family: A/C debit ₹937.99 via UPI to Ola. Reference 144755,Family,Ola,937.99,debit,144755,2025-01-31
ICICI Bank Bank: Credit of ₹7136.45. Transaction with Swiggy. Ref: 627289,ICICI Bank,Swiggy,7136.45,credit,627289,2025-01-24
UPI Transaction: 2430.66 debit from SBI to BookMyShow. Ref 759518,SBI,BookMyShow,2430.66,debit,759518,2025-01-11
Punjab National Bank: A/C credit ₹5714.17 via UPi to BigBasket. Reference 802142,Punjab National Bank,BigBasket,5714.17,credit,802142,2025-01-27
SBI Bank: Debit of ₹3363.96. Transaction with Myntra. Ref: 294560,SBI,Myntra,3363.96,debit,294560,2025-02-01
Punjab National Bank: A/C credit ₹345.15 via UPI to Uber. Reference 672579,Punjab National Bank,Uber,345.15,credit,672579,2025-01-25
ICICI Bank: A/C credit ₹4029.11 via UPI to Amazon. Reference 619121,ICICI Bank,Amazon,4029.11,credit,619121,2025-01-18
Personal Bank: Credit of ₹8406.61. Transaction with Google Play Store. Ref: 726737,Personal,Google Play Store,8406.61,credit,726737,2025-01-09
Personal Bank: Debit of ₹1940.17. Transaction with Flipkart. Ref: 470257,Personal,Flipkart,1940.17,debit,470257,2025-01-10
Axis Bank Bank: Credit of ₹4573.77. Transaction with Amazon. Ref: 365459,Axis Bank,Amazon,4573.77,credit,365459,2025-01-06
ICICI Bank: A/C credit ₹9888.40 via UPI to Amazon. Reference 633645,ICICI Bank,Amazon,9888.4,credit,633645,2025-01-24
UPI Transaction: 208.63 credit from Friend to PhonePe. Ref 411450,Friend,PhonePe,208.63,credit,411450,2025-01-26
Friend: A/C debit ₹75.26 via UPI to Swiggy. Reference 691781,Friend,Swiggy,75.26,debit,691781,2025-01-12
Punjab National Bank: debit of ₹1037.99 to Ola. Ref No 160812 on 2025-01-27,Punjab National Bank,Ola,1037.99,debit,160812,2025-01-27
HDFC Bank: A/C credit ₹6142.51 via UPI to BookMyShow. Reference 656461,HDFC Bank,BookMyShow,6142.51,credit,656461,2025-01-31
Yes Bank: debit of ₹1511.52 to PhonePe. Ref No 437661 on 2025-01-10,Yes Bank,PhonePe,1511.52,debit,437661,2025-01-10
Friend Bank: Credit of ₹5662.19. Transaction with Ola. Ref: 579012,Friend,Ola,5662.19,credit,579012,2025-02-02
Punjab National Bank: A/C debit ₹4281.42 via UPI to BigBasket. Reference 205247,Punjab National Bank,BigBasket,4281.42,debit,205247,2025-01-30
HDFC Bank: credit of ₹4693.05 to PhonePe. Ref No 340727 on 2025-01-15,HDFC Bank,PhonePe,4693.05,credit,340727,2025-01-15
UPI Transaction: 1006.14 debit from Yes Bank to Flipkart. Ref 530905,Yes Bank,Flipkart,1006.14,debit,530905,2025-01-31
SBI: debit of ₹4368.64 to Swiggy. Ref No 951628 on 2025-01-03,SBI,Swiggy,4368.64,debit,951628,2025-01-03
SBI Bank: Credit of ₹5377.32. Transaction with Myntra. Ref: 741687,SBI,Myntra,5377.32,credit,741687,2025-01-11
SBI Bank: Credit of ₹7951.31. Transaction with BookMyShow. Ref: 683004,SBI,BookMyShow,7951.31,credit,683004,2025-02-01
UPI Transaction: 8225.42 credit from Yes Bank to Amazon. Ref 873133,Yes Bank,Amazon,8225.42,credit,873133,2025-01-31
Axis Bank Bank: Debit of ₹4443.67. Transaction with Zomato. Ref: 212512,Axis Bank,Zomato,4443.67,debit,212512,2025-01-03
ICICI Bank: debit of ₹3375.26 to BookMyShow. Ref No 128962 on 2025-01-04,ICICI Bank,BookMyShow,3375.26,debit,128962,2025-01-04
UPI Transaction: 5496.43 credit from Personal to Swiggy. Ref 124522,Personal,Swiggy,5496.43,credit,124522,2025-01-10
Punjab National Bank: credit of ₹8077.36 to Uber. Ref No 841468 on 2025-01-15,Punjab National Bank,Uber,8077.36,credit,841468,2025-01-15
Personal: A/C credit ₹3798.95 via UPI to Swiggy. Reference 255965,Personal,Swiggy,3798.95,credit,255965,2025-01-25
Personal: A/C debit ₹3478.88 via UPI to Zomato. Reference 160421,Personal,Zomato,3478.88,debit,160421,2025-01-25
UPI Transaction: 3986.15 debit from Friend to Google Play Store. Ref 909838,Friend,Google Play Store,3986.15,debit,909838,2025-01-16
Friend: credit of ₹2128.47 to Ola. Ref No 685342 on 2025-01-06,Friend,Ola,2128.47,credit,685342,2025-01-06
SBI: debit of ₹2487.63 to Netflix. Ref No 992043 on 2025-01-07,SBI,Netflix,2487.63,debit,992043,2025-01-07
HDFC Bank: debit of ₹2594.86 to Flipkart. Ref No 987084 on 2025-01-28,HDFC Bank,Flipkart,2594.86,debit,987084,2025-01-28
HDFC Bank: debit of ₹2327.78 to BookMyShow. Ref No 530017 on 2025-01-24,HDFC Bank,BookMyShow,2327.78,debit,530017,2025-01-24
Yes Bank: A/C debit ₹1451.28 via UPI to Ola. Reference 867335,Yes Bank,Ola,1451.28,debit,867335,2025-01-20
UPI Transaction: 4140.38 credit from Axis Bank to Paytm. Ref 580965,Axis Bank,Paytm,4140.38,credit,580965,2025-01-13
ICICI Bank: A/C debit ₹604.07 via UPI to Google Play Store. Reference 218003,ICICI Bank,Google Play Store,604.07,debit,218003,2025-01-10
Friend: credit of ₹7096.61 to BookMyShow. Ref No 139065 on 2025-01-13,Friend,BookMyShow,7096.61,credit,139065,2025-01-13
HDFC Bank: A/C debit ₹4496.81 via UPI to Myntra. Reference 808102,HDFC Bank,Myntra,4496.81,debit,808102,2025-01-07
UPi Transaction: 3159.41 debit from Friend to BookMyShow. Ref 768392,Friend,BookMyShow,3159.41,debit,768392,2025-01-28
UPi Transaction: 9351.99 credit from ICICI Bank to Swiggy. Ref 763694,ICICI Bank,Swiggy,9351.99,credit,763694,2025-01-13
Family: A/C debit ₹1085.57 via UPI to BigBasket. Reference 555061,Family,BigBasket,1085.57,debit,555061,2025-01-19
ICICI Bank: credit of ₹1802.09 to Ola. Ref No 628859 on 2025-01-13,ICICI Bank,Ola,1802.09,credit,628859,2025-01-13
UPi Transaction: 2156.45 debit from Personal to Zomato. Ref 379398,Personal,Zomato,2156.45,debit,379398,2025-01-19
SBI: credit of ₹709.71 to Google Play Store. Ref No 628412 on 2025-01-01,SBI,Google Play Store,709.71,credit,628412,2025-01-01
UPI Transaction: 4992.89 credit from Kotak Mahindra Bank to Google Play Store. Ref 603030,Kotak Mahindra Bank,Google Play Store,4992.89,credit,603030,2025-01-18
Friend Bank: Credit of ₹5417.51. Transaction with Myntra. Ref: 635125,Friend,Myntra,5417.51,credit,635125,2025-01-20
UPI Transaction: 3637.61 debit from HDFC Bank to BookMyShow. Ref 188304,HDFC Bank,BookMyShow,3637.61,debit,188304,2025-01-15
Yes Bank Bank: Credit of ₹2714.28. Transaction with Google Play Store. Ref: 331177,Yes Bank,Google Play Store,2714.28,credit,331177,2025-01-25
HDFC Bank Bank: Credit of ₹8029.79. Transaction with PhonePe. Ref: 360016,HDFC Bank,PhonePe,8029.79,credit,360016,2025-01-01
Personal: A/C debit ₹2875.27 via UPI to Netflix. Reference 412837,Personal,Netflix,2875.27,debit,412837,2025-01-30
HDFC Bank: credit of ₹9153.73 to Swiggy. Ref No 609776 on 2025-01-29,HDFC Bank,Swiggy,9153.73,credit,609776,2025-01-29
HDFC Bank Bank: Credit of ₹7244.16. Transaction with BookMyShow. Ref: 169576,HDFC Bank,BookMyShow,7244.16,credit,169576,2025-01-15
Friend: debit of ₹3041.04 to BigBasket. Ref No 571596 on 2025-01-28,Friend,BigBasket,3041.04,debit,571596,2025-01-28
Kotak Mahindra Bank: A/C credit ₹4823.63 via UPI to PhonePe. Reference 133864,Kotak Mahindra Bank,PhonePe,4823.63,credit,133864,2025-01-14
Personal: A/C debit ₹3410.49 via UPI to PhonePe. Reference 301012,Personal,PhonePe,3410.49,debit,301012,2025-01-06
Axis Bank: debit of ₹143.85 to Paytm. Ref No 660844 on 2025-01-30,Axis Bank,Paytm,143.85,debit,660844,2025-01-30
UPI Transaction: 9270.73 credit from Punjab National Bank to Swiggy. Ref 997083,Punjab National Bank,Swiggy,9270.73,credit,997083,2025-01-29
UPi Transaction: 5512.66 credit from SBI to Zomato. Ref 163237,SBI,Zomato,5512.66,credit,163237,2025-01-16
Punjab National Bank: debit of ₹2061.84 to Zomato. Ref No 909568 on 2025-01-23,Punjab National Bank,Zomato,2061.84,debit,909568,2025-01-23
UPI Transaction: 1922.96 debit from HDFC Bank to Google Play Store. Ref 325613,HDFC Bank,Google Play Store,1922.96,debit,325613,2025-01-11
Kotak Mahindra Bank: credit of ₹7781.04 to PhonePe. Ref No 648819 on 2025-01-21,Kotak Mahindra Bank,PhonePe,7781.04,credit,648819,2025-01-21
Punjab National Bank: A/C debit ₹1800.87 via UPi to BookMyShow. Reference 337142,Punjab National Bank,BookMyShow,1800.87,debit,337142,2025-02-02
HDFC Bank Bank: Debit of ₹4278.63. Transaction with Google Play Store. Ref: 759263,HDFC Bank,Google Play Store,4278.63,debit,759263,2025-01-17
Personal: A/C debit ₹1344.58 via UPI to Flipkart. Reference 500354,Personal,Flipkart,1344.58,debit,500354,2025-01-21
Yes Bank Bank: Credit of ₹6959.93. Transaction with Paytm. Ref: 535270,Yes Bank,Paytm,6959.93,credit,535270,2025-01-31
Personal: credit of ₹1201.70 to BigBasket. Ref No 949663 on 2025-01-21,Personal,BigBasket,1201.7,credit,949663,2025-01-21
Family: A/C debit ₹1246.76 via UPI to Paytm. Reference 781477,Family,Paytm,1246.76,debit,781477,2025-01-13
UPI Transaction: 261.59 debit from Family to Swiggy. Ref 999611,Family,Swiggy,261.59,debit,999611,2025-01-15
UPI Transaction: 958.61 debit from Axis Bank to PhonePe. Ref 200222,Axis Bank,PhonePe,958.61,debit,200222,2025-01-28
Yes Bank Bank: Credit of ₹4685.37. Transaction with Myntra. Ref: 537687,Yes Bank,Myntra,4685.37,credit,537687,2025-01-27
Punjab National Bank: A/C credit ₹1735.79 via UPI to Zomato. Reference 427868,Punjab National Bank,Zomato,1735.79,credit,427868,2025-01-06
Family: credit of ₹3045.33 to BookMyShow. Ref No 295546 on 2025-01-09,Family,BookMyShow,3045.33,credit,295546,2025-01-09
UPI Transaction: 5134.43 credit from Axis Bank to Paytm. Ref 249564,Axis Bank,Paytm,5134.43,credit,249564,2025-01-24
HDFC Bank: credit of ₹400.22 to Swiggy. Ref No 194818 on 2025-01-27,HDFC Bank,Swiggy,400.22,credit,194818,2025-01-27
Personal: A/C debit ₹3419.26 via UPI to Uber. Reference 548064,Personal,Uber,3419.26,debit,548064,2025-01-18
UPI Transaction: 7745.56 credit from ICICI Bank to Flipkart. Ref 509393,ICICI Bank,Flipkart,7745.56,credit,509393,2025-01-22
UPI Transaction: 6758.42 credit from SBI to Netflix. Ref 699040,SBI,Netflix,6758.42,credit,699040,2025-01-19
